flavour,user_name,rating,title,review_description,date,country,cleaned_reviews,afinn_score,bing_score,nrc_score,sentiment_label,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
Chocolate Peanut Buttercup,Drake Shaw,3.0,Price point is a little high for the number of cups you get.,"I really like the flavor, it's fold but has just enough sweetness to let you know that there's raspberry in it. The price was a little high and hard to justify if I were buying this on a monthly basis. But seeing as I'm paying with food stamps I don't mind splurging once in awhile. This is one of those that I would love to see them come out with a bigger box at a reasonable price. Will I buy it again yes, will I recommend it to friends yes."," September 7, 2022",United States 🇺🇸,"i really like the flavor, it's fold but has just enough sweetness to let you know that there's raspberry in it. the price was a little high and hard to justify if i were buying this on a monthly basis. but seeing as i'm paying with food stamps i don't mind splurging once in awhile. this is one of those that i would love to see them come out with a bigger box at a reasonable price. will i buy it again yes, will i recommend it to friends yes.",8.0,6.0,8.0,Very Positive,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.25
Vanilla Pumpkin Spice,Busy Mom,2.0,Yuck,Someone may like this. It is pink milky sweet and I don’t know if it has coffee in it but it is not what I thought I was buying. I tasted it. Not for me!," May 20, 2023",United States 🇺🇸,someone may like this. it is pink milky sweet and i don’t know if it has coffee in it but it is not what i thought i was buying. i tasted it. not for me!,4.0,4.0,6.0,Very Positive,0.0,0.25,0.0,0.0,0.125,0.0,0.25,0.0,0.125,0.25
Death By Chocolate,Amazon Customer,5.0,Best coffee,My favorite," February 19, 2023",United States 🇺🇸,my favorite,2.0,2.0,3.0,Very Positive,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
Chocolate Raspberry Truffle,K,5.0,As advertised,As advertised," February 14, 2023",United States 🇺🇸,as advertised,0.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cinnamon Churro,Beth T. Irwin,2.0,Can’t taste any spices,"Makes a harsh cup of drinkable coffee, but can’t taste anything resembling churros. Won’t repurchase."," June 4, 2023",United States 🇺🇸,"makes a harsh cup of drinkable coffee, but can’t taste anything resembling churros. won’t repurchase.",1.0,-2.0,0.0,Slightly Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chocolate Raspberry Truffle,Judith L. Hinzman,4.0,First time purchase,I like the flavor of the coffee. I was not expecting the product to be loose in a box and one of the pods had a slice on the top which made the contents spill all on the inside. I know now that this is actually how some are sent. That was my first experience with that type of coffee product in a k-cup.," February 19, 2022",United States 🇺🇸,i like the flavor of the coffee. i was not expecting the product to be loose in a box and one of the pods had a slice on the top which made the contents spill all on the inside. i know now that this is actually how some are sent. that was my first experience with that type of coffee product in a k-cup.,1.0,1.0,4.0,Very Positive,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25
Chocolate Raspberry Truffle,Julie Smith,5.0,This is the best dessert or afternoon coffee I have purchased.,"Because I am such a coffee lover, I have ordered and sampled a LOT of different coffees. Crazy Cups brand is one of my favorite flavored coffees that I’ve ordered on Amazon. One of the reasons I enjoy ordering from Amazon so much, they make it very easy to order some fantastic coffee & send it to my coffee connoisseur friends that do not live in my city. We eventually have virtual coffee together!"," July 6, 2022",United States 🇺🇸,"because i am such a coffee lover, i have ordered and sampled a lot of different coffees. crazy cups brand is one of my favorite flavored coffees that i’ve ordered on amazon. one of the reasons i enjoy ordering from amazon so much, they make it very easy to order some fantastic coffee & send it to my coffee connoisseur friends that do not live in my city. we eventually have virtual coffee together!",7.0,7.0,14.0,Very Positive,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.0,0.2222222222222222
Peppermint Chocolate Mocha,Bri Summers,3.0,Taste was alright,Tasted a little too bitter for my liking. And I love my coffee," December 30, 2022",United States 🇺🇸,tasted a little too bitter for my liking. and i love my coffee,3.0,1.0,2.0,Very Positive,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.2
Chocolate Raspberry Truffle,C. Russell,5.0,As Far As Flavored Coffee Goes...,"This is my husband's favorite flavored coffee, and brand. I don't particularly like raspberry, but even I like it. In our quest to find a chocolate-flavored coffee, I guess the biggest reality is none of the coffee bean growers can grow chocolate coffee beans, or any other flavor. The ""flavors"" are added in later, by all the coffee suppliers. We find Crazy Cups is the closest to the taste and aroma we are looking for. I love that that they have such a wide variety of flavors. However, since they do have a large variety, it's easy to misread them. Make sure you read the exact flavor you want to order and don't blame the company because you didn't read correctly, and make sure you give an honest review for the right products."," May 13, 2021",United States 🇺🇸,"this is my husband's favorite flavored coffee, and brand. i don't particularly like raspberry, but even i like it. in our quest to find a chocolate-flavored coffee, i guess the biggest reality is none of the coffee bean growers can grow chocolate coffee beans, or any other flavor. the ""flavors"" are added in later, by all the coffee suppliers. we find crazy cups is the closest to the taste and aroma we are looking for. i love that that they have such a wide variety of flavors. however, since they do have a large variety, it's easy to misread them. make sure you read the exact flavor you want to order and don't blame the company because you didn't read correctly, and make sure you give an honest review for the right products.",8.0,8.0,31.0,Very Positive,0.0967741935483871,0.0967741935483871,0.06451612903225806,0.06451612903225806,0.16129032258064516,0.06451612903225806,0.22580645161290322,0.06451612903225806,0.03225806451612903,0.12903225806451613
Chocolate Peanut Buttercup,donald g hynek jr,4.0,Tastes good but flavor is a little weak,Tastes good but flavor is a little weak," July 27, 2022",United States 🇺🇸,tastes good but flavor is a little weak,1.0,1.0,5.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Chocolate Raspberry Truffle,Catherine,5.0,"Great coffee, great flavor!","Great flavor, great value!"," January 26, 2023",United States 🇺🇸,"great flavor, great value!",6.0,6.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chocolate Raspberry Truffle,Amazon Customer,5.0,Delicious flavor,I do enjoy this coffee flavor alot. I had been using the decaf for my coffee drinking at night and am glad that I can also have it in the mornings with my first cup of coffee. Great flavor and a good price for the product also.," August 11, 2022",United States 🇺🇸,i do enjoy this coffee flavor alot. i had been using the decaf for my coffee drinking at night and am glad that i can also have it in the mornings with my first cup of coffee. great flavor and a good price for the product also.,11.0,11.0,13.0,Very Positive,0.0,0.23076923076923078,0.0,0.0,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.0,0.07692307692307693,0.15384615384615385
Caramel Truffle Sundae,Scott B.,5.0,Super Flavorful!!,"Strong flavorful taste, doesn’t even need sweetener!"," January 12, 2023",United States 🇺🇸,"strong flavorful taste, doesn’t even need sweetener!",2.0,2.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cinnamon Churro,Heather T.,5.0,Delicious Cinnamon Churro,I am very happy with this coffee! I'm always apprehensive to purchase favored coffees because I have had some that taste very artificial. This cinnamon coffee is delicious! I will be buying it again!," October 15, 2022",United States 🇺🇸,i am very happy with this coffee! i'm always apprehensive to purchase favored coffees because i have had some that taste very artificial. this cinnamon coffee is delicious! i will be buying it again!,6.0,3.0,7.0,Very Positive,0.0,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111
Salted Caramel,Jeannette Larson,5.0,The most Flavorful Coffee Ever,OMG makes the best iced coffee too! I just add a slash of caramel macchiato creamer to pep it up even more and total delish!!! Highly recommend hot or iced!!! You are missing out if you don’t have this in your pod stand!!! Yummy!," August 24, 2022",United States 🇺🇸,omg makes the best iced coffee too! i just add a slash of caramel macchiato creamer to pep it up even more and total delish!!! highly recommend hot or iced!!! you are missing out if you don’t have this in your pod stand!!! yummy!,4.0,1.0,7.0,Very Positive,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222
Salted Caramel,Tammie Ward,5.0,"Nothing to say, but YUM!!!","Absolutely LOVED waking up to this robust,smooth and all around tasty coffee goodness!! It almost tastes as though there is that extra shot of espresso included in the pod, without the bitter notes you sometimes get with a macchiato at your local coffee shoppe. Hands down one of the best coffee pods I have ever bought!!"," July 6, 2022",United States 🇺🇸,"absolutely loved waking up to this robust,smooth and all around tasty coffee goodness!! it almost tastes as though there is that extra shot of espresso included in the pod, without the bitter notes you sometimes get with a macchiato at your local coffee shoppe. hands down one of the best coffee pods i have ever bought!!",9.0,4.0,8.0,Very Positive,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142
Chocolate Raspberry Truffle,Cheloe,5.0,Yummy,Love it," January 21, 2023",United States 🇺🇸,love it,3.0,3.0,2.0,Very Positive,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Chocolate Raspberry Truffle,Joseph J.,5.0,Yummy,I Enjoyed The Flavor And The Privilege Of Having The Ability To Enjoy This Delicious Cup Of Coffee Without Having To Leave The Comfort Of My Home," October 15, 2022",United States 🇺🇸,i enjoyed the flavor and the privilege of having the ability to enjoy this delicious cup of coffee without having to leave the comfort of my home,10.0,5.0,14.0,Very Positive,0.0,0.14285714285714285,0.0,0.0,0.21428571428571427,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.14285714285714285
